,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
chr1-209675049-209676023,2.3422628748389e-07,1.49557935575127,0.2,0.069,0.0179949029885248
chr5-79513426-79514966,2.34269669757682e-07,1.23058193479818,0.286,0.113,0.0179982359184734
chr1-155745084-155745752,2.34526321208905e-07,1.27287394600971,0.263,0.102,0.0180179536795165
chr9-120868217-120869380,2.38153150075706e-07,1.08962668332482,0.343,0.15,0.0182965920608663
chr3-133676411-133676746,2.42748025923777e-07,2.47565087312485,0.097,0.017,0.018649602587646
chr3-133746161-133746384,2.43234514957676e-07,2.13647487316954,0.114,0.027,0.0186869780806534
chr8-119767396-119768142,2.50109753343041e-07,1.32860743491693,0.234,0.091,0.0192151820200858
chr3-68932248-68932677,2.50956659674711e-07,3.92361260635786,0.051,0.004,0.019280247292829
chr8-100309115-100310668,2.55817459385394e-07,0.751930306626401,0.52,0.288,0.0196536879522017
chr1-67052795-67054525,2.59394030050562e-07,1.05176179706021,0.331,0.156,0.0199284651466946
chr1-178093198-178094728,2.62007590155819e-07,1.19452713941245,0.286,0.118,0.0201292571289011
chr1-234875613-234876623,2.63970620851726e-07,1.3105744505264,0.24,0.094,0.0202800708881756
chr19-5827703-5828479,2.64964158137217e-07,1.46146414063363,0.211,0.075,0.020356401377208
chr1-173476605-173478101,2.65878048335954e-07,0.848216785392514,0.457,0.236,0.0204266128195064
chr22-40370224-40371088,2.66405617608654e-07,1.51318505633967,0.206,0.067,0.0204671443840201
chr1-171084042-171084562,2.76325862969705e-07,1.7382763396583,0.16,0.046,0.0212292870743735
chr1-219927912-219929029,2.7651944557144e-07,1.36023611115742,0.229,0.086,0.0212441594449171
chr19-57934949-57935537,2.77540963039101e-07,3.05459003209868,0.074,0.008,0.021322639567405
chr8-143609079-143610055,2.79315566476646e-07,0.857173318126275,0.434,0.231,0.0214589770257013
chr8-127735002-127735759,2.80611396878982e-07,1.46325338298358,0.211,0.073,0.0215585317880216
chr1-234781747-234783281,2.81644355349107e-07,2.36167932433775,0.103,0.02,0.0216378908884059
chr1-235866131-235867795,2.81866754989727e-07,0.844469635900014,0.446,0.238,0.0216549771855958
chr1-162613522-162613994,2.82003123669577e-07,2.09094801372836,0.12,0.028,0.0216654539821626
chr6-26157038-26159122,2.8277031023761e-07,0.866008359522659,0.429,0.226,0.0217243946246248
chr8-120809554-120810127,2.86205229321794e-07,1.35072018464432,0.234,0.088,0.0219882891531055
chr10-28676750-28678314,2.86550183218738e-07,1.1864466703551,0.291,0.119,0.022014790926146
chr4-2402114-2402379,2.87122108302463e-07,3.66231258624209,0.057,0.004,0.0220587302145533
chr8-65841329-65842800,2.8826010263814e-07,0.972235246341269,0.4,0.182,0.0221461589053803
chr19-36972700-36974009,2.9039811796263e-07,1.75520831439366,0.16,0.047,0.022310416208715
chr22-42139012-42139511,2.97403364533234e-07,3.99343306536201,0.051,0.003,0.0228486082869948
chr16-51115190-51115575,2.97914452157359e-07,2.67547442962389,0.086,0.013,0.0228878736158935
chr8-144528580-144529238,3.00101058794911e-07,1.20668652398941,0.274,0.114,0.0230558640440366
chr2-12715945-12717506,3.00426474879577e-07,1.24962652954275,0.274,0.108,0.0230808647855732
chr7-121714569-121714822,3.04269028200117e-07,2.97807117742894,0.074,0.009,0.0233760766295304
chr20-3752066-3752290,3.09600903289138e-07,2.73482306300013,0.086,0.012,0.0237857085969946
chr3-136751312-136753218,3.14211889169365e-07,0.697301817774482,0.56,0.326,0.0241399568092148
chr1-180631679-180632831,3.1764068483466e-07,0.930459564016627,0.389,0.198,0.0244033808937924
chr6-7260760-7261611,3.25635569480901e-07,1.14450444299572,0.286,0.127,0.0250176038965092
chr17-31467721-31467965,3.28024202405804e-07,3.10955194429992,0.069,0.008,0.0252011153982307
chr4-76585962-76586368,3.28335057194422e-07,3.41302590600192,0.063,0.005,0.0252249974390758
chr1-234610607-234611405,3.31051272944331e-07,0.886413083236054,0.423,0.215,0.0254336761464941
chr3-185253801-185254425,3.36979365836801e-07,1.71924403700629,0.166,0.047,0.0258891137391439
chr3-124886351-124887631,3.38301992393486e-07,1.2242161333016,0.263,0.109,0.0259907271696143
chr1-230713957-230714564,3.41472802108214e-07,1.41930434576136,0.217,0.076,0.0262343309675678
chr6-3906070-3906335,3.42123033785983e-07,2.58656386637085,0.086,0.014,0.0262842863166757
chr14-35341543-35342156,3.42739796294805e-07,1.31445104102215,0.234,0.093,0.026331670329941
chr17-1347717-1347935,3.47294171551047e-07,4.07097087089862,0.051,0.003,0.0266815693177523
chr10-35640470-35640971,3.47859620140152e-07,2.76589294783329,0.08,0.012,0.0267250110365074
chr5-149581097-149581666,3.62160174240684e-07,2.55507582570082,0.086,0.015,0.0278236797063891
chr10-80535598-80536433,3.62418457562099e-07,1.53642097660042,0.194,0.064,0.0278435228391234
chr1-184050947-184052226,3.6376954861295e-07,1.22999501936442,0.269,0.108,0.0279473231112871
chr3-129606071-129607182,3.65481980036875e-07,1.4978527017736,0.211,0.069,0.028078884080293
chr8-122673313-122673788,3.67086931128183e-07,1.73829980122525,0.154,0.046,0.0282021876577849
chr1-205658930-205659188,3.67217186686232e-07,1.98283584751756,0.126,0.032,0.0282121948015431
chr1-202348161-202349662,3.71020614723621e-07,0.99341578714058,0.354,0.172,0.0285044007673717
chr3-133731114-133731361,3.74613415266034e-07,2.16761886119467,0.114,0.024,0.0287804248546436
chr1-204377106-204377428,3.74718773866446e-07,1.98423210787841,0.131,0.031,0.0287885192398375
chr19-19541223-19541452,3.75122734440075e-07,2.85914407802725,0.08,0.01,0.0288195543188276
chr16-89171043-89171795,3.78227092111099e-07,1.35862042433939,0.229,0.087,0.0290580528056194
chr3-139677465-139678093,3.83351879699534e-07,1.66039103135191,0.171,0.052,0.0294517748616761
chr22-50399379-50400388,3.86409075422569e-07,1.81710791022279,0.154,0.04,0.0296866500374897
chr1-154419377-154419759,3.86486727095152e-07,1.57443291689658,0.189,0.058,0.0296926157825393
chr2-213151305-213152395,3.96873744927149e-07,1.47899037311746,0.194,0.07,0.0304906192015181
chr1-6962422-6963625,4.00170853641559e-07,1.94729918263779,0.137,0.034,0.0307439261727201
chr14-22982266-22982845,4.00482184241055e-07,1.5680180439798,0.189,0.06,0.0307678447686875
chr22-37518642-37519827,4.01195457321093e-07,2.27280983576208,0.109,0.021,0.0308226433996076
chr8-66176943-66177696,4.02829343927936e-07,1.75442695903896,0.16,0.044,0.0309481700059515
chr5-90558558-90559000,4.06625447755063e-07,3.29771034951072,0.063,0.006,0.0312398132746782
chr1-202018664-202018949,4.13606197630349e-07,2.1829584230027,0.109,0.024,0.0317761233453468
chr8-66428277-66430054,4.1730427393425e-07,0.962624869572893,0.366,0.181,0.0320602354535467
chr8-143334174-143335564,4.19575180241638e-07,0.889549118469115,0.411,0.208,0.0322347023724243
chr16-694979-695916,4.20598222979518e-07,1.83823103499685,0.143,0.04,0.0323132996768474
chr16-84819700-84820090,4.34320701648429e-07,2.45474406613932,0.097,0.017,0.0333675565455439
chr1-209662800-209663093,4.39900892582427e-07,2.33321924320771,0.103,0.019,0.0337962658744301
chr1-92960402-92962122,4.42281732179574e-07,0.916324399935665,0.389,0.199,0.0339791786381601
chr7-65269206-65269728,4.50400432929604e-07,3.02336939548127,0.074,0.008,0.0346029140606827
chr3-188947512-188948373,4.58538715995382e-07,1.22686305272071,0.257,0.106,0.0352281539337772
chr8-93916110-93917920,4.61515884439389e-07,1.01078428138584,0.366,0.168,0.035456880853825
chr1-168774235-168774434,4.63392936881223e-07,3.68117130782501,0.051,0.004,0.0356010891617737
chr8-85176777-85178071,4.65387294574274e-07,1.05422330605608,0.326,0.149,0.0357543096802577
chr1-245156241-245156897,4.6749386233337e-07,1.98351562193014,0.126,0.032,0.0359161509614858
chr1-94820032-94820616,4.6795856570798e-07,1.97505268016937,0.126,0.032,0.035951852727647
chr5-175861443-175861735,4.72684133738402e-07,2.33188492227767,0.097,0.02,0.0363149039427202
chr14-49861589-49863305,4.73219119519865e-07,0.926493279107327,0.411,0.195,0.0363560052953527
chr1-110084435-110084872,4.75032269291447e-07,2.63543278713743,0.086,0.013,0.036495304152854
chr1-212857573-212859114,4.81121795864832e-07,0.990438769295348,0.36,0.17,0.0369631442109074
chr9-92098014-92098320,4.87216028298197e-07,2.66591705279522,0.086,0.013,0.0374313458060655
chr1-150009661-150011073,4.902438234492e-07,1.06283693991961,0.303,0.146,0.0376639622241317
chr3-197520756-197521107,4.96333375965729e-07,2.70943549228139,0.08,0.012,0.038131804275319
chr6-3841140-3841501,4.99614792068039e-07,1.78026979819578,0.149,0.041,0.0383839056302112
chr1-156500563-156501539,5.00985856096284e-07,0.8711806448432,0.417,0.218,0.0384892403663092
chr3-69739061-69739839,5.03706545956811e-07,1.38947246084964,0.211,0.079,0.0386982628062239
chr8-132774733-132776009,5.09176429141935e-07,0.90321851584928,0.406,0.202,0.0391184975216874
chr1-172431798-172432068,5.12857285983706e-07,3.91132586429996,0.051,0.003,0.0394012867102702
chr1-234538126-234538586,5.17140730560288e-07,1.53873903435167,0.189,0.061,0.0397303709067553
chr8-109643940-109645038,5.19542302626289e-07,1.12065589821698,0.291,0.128,0.0399148764838699
chr1-148424164-148424582,5.21094729553932e-07,2.44993336233406,0.097,0.016,0.04003414478744
chr5-178331600-178331948,5.31006341059495e-07,1.87703330382868,0.137,0.036,0.0407956241645778
chr3-124584362-124585027,5.3513274969908e-07,1.49349398921824,0.189,0.066,0.0411126437611312
chr6-7542577-7543261,5.36366520877963e-07,1.48905994491457,0.189,0.066,0.0412074306994912
chr1-185155993-185157658,5.46508281443828e-07,0.76822550437069,0.48,0.273,0.041986591738485
chr1-193104293-193105734,5.52739978397211e-07,1.03980011053087,0.337,0.152,0.0424653543203225
chr1-247103742-247104721,5.55435552422944e-07,1.21571050247102,0.263,0.108,0.0426724471859975
chr1-220762018-220762316,5.61554111901407e-07,2.54732932085234,0.086,0.014,0.0431425177550494
chr1-206540357-206540588,5.65070611515385e-07,1.84109343088397,0.143,0.038,0.0434126798708925
chr3-45957999-45958956,5.68319748776268e-07,2.32336648703557,0.103,0.02,0.0436623013392343
chr8-141000165-141001786,5.71134067312463e-07,0.98493447300656,0.343,0.168,0.0438785169894146
chr1-151830639-151831042,5.79061943052836e-07,1.47563181592123,0.194,0.068,0.0444875918989203
chr14-52790912-52792162,5.80903573130219e-07,1.01780433784772,0.32,0.162,0.0446290788128753
chr8-127218632-127219173,5.81593968911926e-07,1.62136726387139,0.166,0.053,0.0446821198495965
chr22-43385554-43385979,5.90024164485761e-07,2.20184137723713,0.114,0.022,0.0453297864849475
chr1-85628833-85629392,5.91284118704856e-07,1.85445312858618,0.137,0.037,0.045426584987738
chr1-156114153-156115411,5.9219601121703e-07,1.17385060427801,0.28,0.117,0.0454966429537708
chr8-135456643-135457898,5.98809738171339e-07,0.996865937646455,0.337,0.165,0.0460047557544894
chr6-11043576-11044597,6.13471384936998e-07,1.41395667253331,0.206,0.074,0.0471311660905548
chr2-128195788-128196143,6.2214700869505e-07,3.05524074866836,0.069,0.008,0.0477976882370146
chr1-204207077-204207340,6.2980152815435e-07,2.6506147962813,0.08,0.013,0.0483857620035143
chr9-38620004-38622588,6.3185637829613e-07,1.69778470542482,0.166,0.047,0.0485436299753568
chr1-241518638-241520072,6.35253447816457e-07,0.953998853089955,0.366,0.181,0.0488046166353949
chr1-223248691-223249040,6.38113477075731e-07,3.40904660912352,0.057,0.005,0.0490243441032972
